macaque_cluster	primate_class	primate_neighborhood	primate_subclass	homology_neighborhood	homology_class	homology_subclass	homology_supertype	NOTES_NJJ		AIT21_neighborhood	AIT21_class	AIT21_subclass	AIT21_supertype	AIT21_cluster	size
115_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	CEA-BST Rai14 Pdyn Crh Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.66)| Subpallium-GABA(0.18)| HY-EA-Glut-GABA(0.09)	CNU-HYa GABA(0.66)| LSX GABA(0.11)| CNU-LGE GABA(0.07)| HY GABA(0.06)	CEA-BST Rai14 Pdyn Crh Gaba(0.35)| CEA-BST Ebf1 Pdyn Gaba(0.15)| LSX Prdm12 Slit2 Gaba(0.08)| BST-MPN Six3 Nrgn Gaba(0.06)	CEA-BST Rai14 Pdyn Crh Gaba_2(0.23)| CEA-BST Ebf1 Pdyn Gaba_1(0.14)| CEA-BST Rai14 Pdyn Crh Gaba_1(0.12)| LSX Prdm12 Slit2 Gaba_1(0.07)	1409 CEA-BST Rai14 Pdyn Crh Gaba_2(0.23)| 1384 CEA-BST Ebf1 Pdyn Gaba_1(0.14)| 1408 CEA-BST Rai14 Pdyn Crh Gaba_1(0.08)	238
116_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA	LSX GABA	LSX Sall3 Pax6 Gaba				Subpallium-GABA(0.58)| Subpallium-GABA;HY-EA-Glut-GABA(0.31)| Subpallium-GABA;NN-IMN-GC(0.06)	LSX GABA(0.52)| CNU-HYa GABA(0.31)| OB-IMN GABA(0.06)	LSX Sall3 Pax6 Gaba(0.45)| NDB-SI-ant Prdm12 Gaba(0.26)	LSX Sall3 Pax6 Gaba_2(0.33)| NDB-SI-ant Prdm12 Gaba_1(0.23)| LSX Sall3 Pax6 Gaba_1(0.12)	1031 NDB-SI-ant Prdm12 Gaba_1(0.22)| 1044 LSX Sall3 Pax6 Gaba_2(0.21)| 1042 LSX Sall3 Pax6 Gaba_1(0.11)| 1045 LSX Sall3 Pax6 Gaba_2(0.07)	123
158_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	NDB-SI-ant Prdm12 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.68)| Subpallium-GABA(0.27)	CNU-HYa GABA(0.68)| CNU-MGE GABA(0.17)	NDB-SI-ant Prdm12 Gaba(0.49)| NDB-SI-MA-STRv Lhx8 Gaba(0.17)| SI-MA-ACB Ebf1 Bnc2 Gaba(0.07)	NDB-SI-ant Prdm12 Gaba_1(0.43)| NDB-SI-MA-STRv Lhx8 Gaba_2(0.1)| SI-MA-ACB Ebf1 Bnc2 Gaba_3(0.07)| NDB-SI-MA-STRv Lhx8 Gaba_1(0.06)| NDB-SI-ant Prdm12 Gaba_3(0.06)	1031 NDB-SI-ant Prdm12 Gaba_1(0.38)| 0876 NDB-SI-MA-STRv Lhx8 Gaba_2(0.08)| 1325 SI-MA-ACB Ebf1 Bnc2 Gaba_3(0.07)| 1040 NDB-SI-ant Prdm12 Gaba_3(0.06)	168
159_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	NDB-SI-ant Prdm12 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.59)| Subpallium-GABA(0.27)| HY-EA-Glut-GABA(0.07)| MB-HB-CB-GABA(0.06)	CNU-HYa GABA(0.59)| LSX GABA(0.25)| HY GABA(0.07)	NDB-SI-ant Prdm12 Gaba(0.37)| LSX Prdm12 Slit2 Gaba(0.24)| SI-MA-ACB Ebf1 Bnc2 Gaba(0.07)| BST-MPN Six3 Nrgn Gaba(0.07)	NDB-SI-ant Prdm12 Gaba_1(0.36)| LSX Prdm12 Slit2 Gaba_1(0.2)| SI-MA-ACB Ebf1 Bnc2 Gaba_3(0.07)	1037 NDB-SI-ant Prdm12 Gaba_1(0.32)| 1115 LSX Prdm12 Slit2 Gaba_1(0.18)| 1325 SI-MA-ACB Ebf1 Bnc2 Gaba_3(0.07)	157
160_IN	Interneuron	MEIS2	MEIS2	HY-EA-Glut-GABA	CNU-HYa Glut	PGRN-PARN-MDRN Hoxb5 Glut				HY-EA-Glut-GABA(0.76)| MB-HB-Glut-Sero-Dopa(0.17)	CNU-HYa Glut(0.69)| MY Glut(0.13)| HY Glut(0.07)	MEA-BST Otp Zic2 Glut(0.23)| MEA Otp Foxp2 Glut(0.2)| PGRN-PARN-MDRN Hoxb5 Glut(0.13)| MEA-COA-BMA Ccdc42 Glut(0.1)| COAa-PAA-MEA Barhl2 Glut(0.09)| LHA-MEA Otp Glut(0.07)	MEA Otp Foxp2 Glut_1(0.2)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.13)| MEA-BST Otp Zic2 Glut_1(0.13)| MEA-COA-BMA Ccdc42 Glut_3(0.09)| MEA-BST Otp Zic2 Glut_3(0.08)| COAa-PAA-MEA Barhl2 Glut_1(0.08)| LHA-MEA Otp Glut_1(0.07)	2204 MEA Otp Foxp2 Glut_1(0.18)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.13)| 2006 MEA-COA-BMA Ccdc42 Glut_3(0.09)| 2217 MEA-BST Otp Zic2 Glut_3(0.08)| 2218 LHA-MEA Otp Glut_1(0.07)	120
161_IN	Interneuron	MEIS2	MEIS2	HY-EA-Glut-GABA	CNU-HYa Glut	COAa-PAA-MEA Barhl2 Glut				HY-EA-Glut-GABA(0.8)| MB-HB-Glut-Sero-Dopa(0.17)	CNU-HYa Glut(0.77)| MY Glut(0.09)| MB Glut(0.07)	COAa-PAA-MEA Barhl2 Glut(0.62)| LHA Barhl2 Glut(0.12)| PGRN-PARN-MDRN Hoxb5 Glut(0.09)	COAa-PAA-MEA Barhl2 Glut_1(0.35)| COAa-PAA-MEA Barhl2 Glut_8(0.21)| LHA Barhl2 Glut_1(0.12)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.09)	2020 COAa-PAA-MEA Barhl2 Glut_1(0.22)| 2052 COAa-PAA-MEA Barhl2 Glut_8(0.13)| 2019 COAa-PAA-MEA Barhl2 Glut_1(0.11)| 2100 LHA Barhl2 Glut_1(0.11)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.09)| 2049 COAa-PAA-MEA Barhl2 Glut_8(0.09)	254
162_IN	Interneuron	MEIS2	MEIS2	HY-EA-Glut-GABA	CNU-HYa Glut	COAa-PAA-MEA Barhl2 Glut				HY-EA-Glut-GABA(0.93)	CNU-HYa Glut(0.92)	COAa-PAA-MEA Barhl2 Glut(0.67)| MEA-COA-BMA Ccdc42 Glut(0.24)	COAa-PAA-MEA Barhl2 Glut_1(0.65)| MEA-COA-BMA Ccdc42 Glut_4(0.13)| MEA-COA-BMA Ccdc42 Glut_3(0.1)	2019 COAa-PAA-MEA Barhl2 Glut_1(0.51)| 2010 MEA-COA-BMA Ccdc42 Glut_4(0.12)| 2006 MEA-COA-BMA Ccdc42 Glut_3(0.1)| 2020 COAa-PAA-MEA Barhl2 Glut_1(0.08)	245
163_IN	Interneuron	MEIS2	MEIS2	HY-EA-Glut-GABA	CNU-HYa Glut	COAa-PAA-MEA Barhl2 Glut				HY-EA-Glut-GABA(0.86)	CNU-HYa Glut(0.86)	COAa-PAA-MEA Barhl2 Glut(0.73)| MEA-COA-BMA Ccdc42 Glut(0.1)	COAa-PAA-MEA Barhl2 Glut_1(0.52)| MEA-COA-BMA Ccdc42 Glut_4(0.1)| COAa-PAA-MEA Barhl2 Glut_7(0.1)| COAa-PAA-MEA Barhl2 Glut_3(0.08)	2019 COAa-PAA-MEA Barhl2 Glut_1(0.29)| 2020 COAa-PAA-MEA Barhl2 Glut_1(0.15)| 2010 MEA-COA-BMA Ccdc42 Glut_4(0.1)| 2041 COAa-PAA-MEA Barhl2 Glut_7(0.08)| 2029 COAa-PAA-MEA Barhl2 Glut_3(0.06)	79
61_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	MEA-BST Sox6 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.83)| Subpallium-GABA(0.1)	CNU-HYa GABA(0.83)| CTX-CGE GABA(0.06)	MEA-BST Sox6 Gaba(0.83)	MEA-BST Sox6 Gaba_9(0.61)| MEA-BST Sox6 Gaba_10(0.13)	1234 MEA-BST Sox6 Gaba_9(0.58)| 1236 MEA-BST Sox6 Gaba_10(0.09)	126
62_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	MEA-BST Sox6 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.84)| Subpallium-GABA(0.15)	CNU-HYa GABA(0.84)| CTX-CGE GABA(0.12)	MEA-BST Sox6 Gaba(0.83)| Lamp5 Gaba(0.12)	MEA-BST Sox6 Gaba_1(0.46)| MEA-BST Sox6 Gaba_8(0.19)| MEA-BST Sox6 Gaba_9(0.15)| Lamp5 Gaba_2(0.06)	1189 MEA-BST Sox6 Gaba_1(0.42)| 1231 MEA-BST Sox6 Gaba_8(0.19)| 1233 MEA-BST Sox6 Gaba_9(0.07)| 1234 MEA-BST Sox6 Gaba_9(0.07)	156
63_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	CEA-AAA-BST Six3 Sp9 Gaba		LowQC		Subpallium-GABA;HY-EA-Glut-GABA(0.66)| Subpallium-GABA(0.25)	CNU-HYa GABA(0.66)| CNU-LGE GABA(0.21)	CEA-AAA-BST Six3 Sp9 Gaba(0.53)| STR-PAL Chst9 Gaba(0.15)| NDB-SI-ant Prdm12 Gaba(0.07)	CEA-AAA-BST Six3 Sp9 Gaba_2(0.43)| STR-PAL Chst9 Gaba_5(0.09)| CEA-AAA-BST Six3 Sp9 Gaba_1(0.08)| NDB-SI-ant Prdm12 Gaba_3(0.07)	1355 CEA-AAA-BST Six3 Sp9 Gaba_2(0.18)| 1358 CEA-AAA-BST Six3 Sp9 Gaba_2(0.17)| 1349 CEA-AAA-BST Six3 Sp9 Gaba_1(0.08)| 1040 NDB-SI-ant Prdm12 Gaba_3(0.06)| 1354 CEA-AAA-BST Six3 Sp9 Gaba_2(0.06)	341
64_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA	CNU-HYa GABA	MEA-BST Sox6 Gaba				Subpallium-GABA(0.58)| Subpallium-GABA;HY-EA-Glut-GABA(0.39)	CNU-HYa GABA(0.39)| CNU-LGE GABA(0.34)| CNU-MGE GABA(0.11)| CTX-MGE GABA(0.07)| CTX-CGE GABA(0.06)	MEA-BST Sox6 Gaba(0.34)| IA Mgp Gaba(0.28)| NDB-SI-MA-STRv Lhx8 Gaba(0.08)| Sst Gaba(0.07)| RHP-COA Ndnf Gaba(0.06)	IA Mgp Gaba_5(0.28)| MEA-BST Sox6 Gaba_3(0.25)| MEA-BST Sox6 Gaba_4(0.07)| Sst Gaba_17(0.06)| RHP-COA Ndnf Gaba_6(0.06)| NDB-SI-MA-STRv Lhx8 Gaba_1(0.06)	1025 IA Mgp Gaba_5(0.28)| 1199 MEA-BST Sox6 Gaba_3(0.23)| 0824 Sst Gaba_17(0.06)| 0705 RHP-COA Ndnf Gaba_6(0.06)	71
65_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA	CNU-LGE GABA	IA Mgp Gaba				Subpallium-GABA(0.58)| Subpallium-GABA;HY-EA-Glut-GABA(0.33)	CNU-LGE GABA(0.56)| CNU-HYa GABA(0.33)	IA Mgp Gaba(0.42)| CEA-AAA-BST Six3 Sp9 Gaba(0.27)| STR-PAL Chst9 Gaba(0.14)	IA Mgp Gaba_5(0.4)| CEA-AAA-BST Six3 Sp9 Gaba_1(0.13)| CEA-AAA-BST Six3 Sp9 Gaba_2(0.13)| STR-PAL Chst9 Gaba_5(0.12)	1025 IA Mgp Gaba_5(0.4)| 1349 CEA-AAA-BST Six3 Sp9 Gaba_1(0.13)| 1354 CEA-AAA-BST Six3 Sp9 Gaba_2(0.11)| 1013 STR-PAL Chst9 Gaba_5(0.07)	100
66_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	NDB-SI-ant Prdm12 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.78)| Subpallium-GABA(0.13)| Subpallium-GABA;NN-IMN-GC(0.06)	CNU-HYa GABA(0.78)| CNU-LGE GABA(0.07)| OB-IMN GABA(0.06)	NDB-SI-ant Prdm12 Gaba(0.7)| STR-PAL Chst9 Gaba(0.07)| CEA-AAA-BST Six3 Sp9 Gaba(0.06)	NDB-SI-ant Prdm12 Gaba_3(0.48)| NDB-SI-ant Prdm12 Gaba_1(0.22)| CEA-AAA-BST Six3 Sp9 Gaba_2(0.06)	1040 NDB-SI-ant Prdm12 Gaba_3(0.47)| 1033 NDB-SI-ant Prdm12 Gaba_1(0.13)| 1031 NDB-SI-ant Prdm12 Gaba_1(0.08)	107
67_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA	CNU-LGE GABA	IA Mgp Gaba				Subpallium-GABA(0.73)| Subpallium-GABA;HY-EA-Glut-GABA(0.25)	CNU-LGE GABA(0.71)| CNU-HYa GABA(0.25)	IA Mgp Gaba(0.34)| STR-PAL Chst9 Gaba(0.28)| CEA-AAA-BST Six3 Sp9 Gaba(0.13)| NDB-SI-ant Prdm12 Gaba(0.1)| STR D1 Sema5a Gaba(0.07)	STR-PAL Chst9 Gaba_5(0.2)| IA Mgp Gaba_5(0.19)| NDB-SI-ant Prdm12 Gaba_3(0.1)| IA Mgp Gaba_1(0.1)| CEA-AAA-BST Six3 Sp9 Gaba_2(0.08)| STR D1 Sema5a Gaba_4(0.07)	1025 IA Mgp Gaba_5(0.19)| 1040 NDB-SI-ant Prdm12 Gaba_3(0.1)| 1013 STR-PAL Chst9 Gaba_5(0.09)| 1016 IA Mgp Gaba_1(0.07)| 0999 STR D1 Sema5a Gaba_4(0.07)| 1014 STR-PAL Chst9 Gaba_5(0.06)	191
68_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA	CTX-CGE GABA	Sst Gaba		Cortical? MERSCOPE supports cortical.		Subpallium-GABA(0.59)| Subpallium-GABA;HY-EA-Glut-GABA(0.34)| Subpallium-GABA;NN-IMN-GC(0.06)	CTX-CGE GABA(0.38)| CNU-HYa GABA(0.34)| CTX-MGE GABA(0.1)| CNU-LGE GABA(0.09)| OB-IMN GABA(0.06)	RHP-COA Ndnf Gaba(0.36)| MEA-BST Sox6 Gaba(0.28)| Sst Gaba(0.1)| IA Mgp Gaba(0.09)| OB-in Frmd7 Gaba(0.06)	RHP-COA Ndnf Gaba_6(0.24)| MEA-BST Sox6 Gaba_4(0.11)| RHP-COA Ndnf Gaba_3(0.11)| IA Mgp Gaba_5(0.09)| Sst Gaba_17(0.09)| OB-in Frmd7 Gaba_5(0.06)| MEA-BST Sox6 Gaba_3(0.06)	0705 RHP-COA Ndnf Gaba_6(0.24)| 0696 RHP-COA Ndnf Gaba_3(0.11)| 1025 IA Mgp Gaba_5(0.09)| 0824 Sst Gaba_17(0.09)| 1210 MEA-BST Sox6 Gaba_4(0.07)| 1199 MEA-BST Sox6 Gaba_3(0.06)	97
85_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	BST-SI-AAA Six3 Slc22a3 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.72)| MB-HB-CB-GABA(0.07)| MB-HB-Glut-Sero-Dopa(0.07)| Subpallium-GABA(0.07)	CNU-HYa GABA(0.72)| MB GABA(0.07)| CNU-LGE GABA(0.07)	BST-SI-AAA Six3 Slc22a3 Gaba(0.61)| CEA-AAA-BST Six3 Sp9 Gaba(0.07)| STR-PAL Chst9 Gaba(0.07)	BST-SI-AAA Six3 Slc22a3 Gaba_2(0.33)| BST-SI-AAA Six3 Slc22a3 Gaba_1(0.28)| CEA-AAA-BST Six3 Sp9 Gaba_1(0.06)	1412 BST-SI-AAA Six3 Slc22a3 Gaba_1(0.18)| 1416 BST-SI-AAA Six3 Slc22a3 Gaba_2(0.17)| 1417 BST-SI-AAA Six3 Slc22a3 Gaba_2(0.12)| 1413 BST-SI-AAA Six3 Slc22a3 Gaba_1(0.11)| 1349 CEA-AAA-BST Six3 Sp9 Gaba_1(0.06)	204
86_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	BST-SI-AAA Six3 Slc22a3 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.64)| MB-HB-CB-GABA(0.2)| MB-HB-Glut-Sero-Dopa(0.09)	CNU-HYa GABA(0.64)| MB GABA(0.16)| MY Glut(0.07)	BST-SI-AAA Six3 Slc22a3 Gaba(0.52)| PGRN-PARN-MDRN Hoxb5 Glut(0.07)| CEA-AAA-BST Six3 Sp9 Gaba(0.07)	BST-SI-AAA Six3 Slc22a3 Gaba_1(0.5)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.07)	1412 BST-SI-AAA Six3 Slc22a3 Gaba_1(0.4)| 1413 BST-SI-AAA Six3 Slc22a3 Gaba_1(0.09)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.07)	275
87_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	CEA-BST Ebf1 Pdyn Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.84)| Subpallium-GABA(0.07)	CNU-HYa GABA(0.84)	CEA-BST Ebf1 Pdyn Gaba(0.46)| ACB-BST-FS D1 Gaba(0.1)| SI-MA-ACB Ebf1 Bnc2 Gaba(0.08)| CEA-AAA-BST Six3 Sp9 Gaba(0.07)	CEA-BST Ebf1 Pdyn Gaba_1(0.44)| SI-MA-ACB Ebf1 Bnc2 Gaba_3(0.08)	1384 CEA-BST Ebf1 Pdyn Gaba_1(0.44)| 1325 SI-MA-ACB Ebf1 Bnc2 Gaba_3(0.08)	773
88_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	ACB-BST-FS D1 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.71)| Subpallium-GABA(0.17)| MB-HB-Glut-Sero-Dopa(0.06)	CNU-HYa GABA(0.71)| CNU-LGE GABA(0.16)	ACB-BST-FS D1 Gaba(0.61)| STR-PAL Chst9 Gaba(0.07)	ACB-BST-FS D1 Gaba_2(0.3)| ACB-BST-FS D1 Gaba_3(0.28)| STR-PAL Chst9 Gaba_5(0.06)	1378 ACB-BST-FS D1 Gaba_2(0.29)| 1382 ACB-BST-FS D1 Gaba_3(0.28)	712
89_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	SI-MA-ACB Ebf1 Bnc2 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.32)| MB-HB-Glut-Sero-Dopa(0.3)| MB-HB-CB-GABA(0.23)| Subpallium-GABA(0.09)	CNU-HYa GABA(0.32)| MY Glut(0.28)| MB GABA(0.15)| CNU-LGE GABA(0.07)	SI-MA-ACB Ebf1 Bnc2 Gaba(0.31)| PGRN-PARN-MDRN Hoxb5 Glut(0.28)	PGRN-PARN-MDRN Hoxb5 Glut_2(0.28)| SI-MA-ACB Ebf1 Bnc2 Gaba_1(0.19)| SI-MA-ACB Ebf1 Bnc2 Gaba_2(0.08)	4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.28)| 1318 SI-MA-ACB Ebf1 Bnc2 Gaba_1(0.18)| 1322 SI-MA-ACB Ebf1 Bnc2 Gaba_2(0.06)	473
90_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA	CNU-LGE GABA	GPe-SI Sox6 Cyp26b1 Gaba		GPe		Subpallium-GABA(0.9)| Subpallium-GABA;HY-EA-Glut-GABA(0.07)	CNU-LGE GABA(0.8)| CNU-HYa GABA(0.07)	GPe-SI Sox6 Cyp26b1 Gaba(0.72)| IA Mgp Gaba(0.06)	GPe-SI Sox6 Cyp26b1 Gaba_1(0.54)| GPe-SI Sox6 Cyp26b1 Gaba_2(0.19)| IA Mgp Gaba_5(0.06)	0918 GPe-SI Sox6 Cyp26b1 Gaba_1(0.54)| 0919 GPe-SI Sox6 Cyp26b1 Gaba_2(0.16)| 1025 IA Mgp Gaba_5(0.06)	485
91_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA	CNU-LGE GABA	GPe-SI Sox6 Cyp26b1 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.63)| Subpallium-GABA(0.29)	CNU-HYa GABA(0.63)| CNU-LGE GABA(0.25)	MEA-BST Sox6 Gaba(0.49)| GPe-SI Sox6 Cyp26b1 Gaba(0.15)| CEA-AAA-BST Six3 Sp9 Gaba(0.12)| IA Mgp Gaba(0.07)	MEA-BST Sox6 Gaba_3(0.35)| GPe-SI Sox6 Cyp26b1 Gaba_2(0.13)| MEA-BST Sox6 Gaba_6(0.12)| CEA-AAA-BST Six3 Sp9 Gaba_1(0.12)| IA Mgp Gaba_5(0.07)	1201 MEA-BST Sox6 Gaba_3(0.13)| 1349 CEA-AAA-BST Six3 Sp9 Gaba_1(0.12)| 1220 MEA-BST Sox6 Gaba_6(0.11)| 0919 GPe-SI Sox6 Cyp26b1 Gaba_2(0.1)| 1199 MEA-BST Sox6 Gaba_3(0.09)| 1204 MEA-BST Sox6 Gaba_3(0.08)| 1025 IA Mgp Gaba_5(0.07)	300
92_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA	CNU-LGE GABA	GPe-SI Sox6 Cyp26b1 Gaba				Subpallium-GABA(0.92)	CNU-LGE GABA(0.85)	GPe-SI Sox6 Cyp26b1 Gaba(0.85)	GPe-SI Sox6 Cyp26b1 Gaba_1(0.82)	0918 GPe-SI Sox6 Cyp26b1 Gaba_1(0.82)	341
93_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA	CNU-LGE GABA	GPe-SI Sox6 Cyp26b1 Gaba				Subpallium-GABA(0.93)| MB-HB-CB-GABA(0.07)	CNU-LGE GABA(0.85)| CNU-MGE GABA(0.07)	GPe-SI Sox6 Cyp26b1 Gaba(0.85)| NDB-SI-MA-STRv Lhx8 Gaba(0.07)	GPe-SI Sox6 Cyp26b1 Gaba_1(0.85)| NDB-SI-MA-STRv Lhx8 Gaba_10(0.06)	0918 GPe-SI Sox6 Cyp26b1 Gaba_1(0.85)| 0914 NDB-SI-MA-STRv Lhx8 Gaba_10(0.06)	89
94_IN	Interneuron	MEIS2	MEIS2	Subpallium-GABA	CNU-LGE GABA	GPe-SI Sox6 Cyp26b1 Gaba				Subpallium-GABA(0.8)| MB-HB-CB-GABA(0.14)	CNU-LGE GABA(0.74)| P GABA(0.08)	GPe-SI Sox6 Cyp26b1 Gaba(0.74)| NLL Gata3 Gly-Gaba(0.08)	GPe-SI Sox6 Cyp26b1 Gaba_1(0.73)| NLL Gata3 Gly-Gaba_3(0.08)	0918 GPe-SI Sox6 Cyp26b1 Gaba_1(0.73)| 4806 NLL Gata3 Gly-Gaba_3(0.08)	352
6_NN	Nonneuron	Microglia	Microglia	NN-IMN-GC	Immune	Microglia NN				NN-IMN-GC	Immune	Microglia NN(0.6)| BAM NN(0.37)	Microglia NN_1(0.6)| BAM NN_1(0.37)	5312 Microglia NN_1(0.6)| 5313 BAM NN_1(0.37)	14861
26_NN	Nonneuron	Microglia	Microglia-CD163	NN-IMN-GC	Immune	BAM NN				NN-IMN-GC	Immune	BAM NN(0.93)	BAM NN_1(0.93)	5313 BAM NN_1(0.93)	292
23_NN	Nonneuron	Microglia	Microglia-CD96	NN-IMN-GC	Immune	Lymphoid NN		Check macaque subclass, should be split?		NN-IMN-GC	Immune(0.96)	Lymphoid NN(0.94)	T cells NN_4(0.89)	5322 T cells NN_4(0.89)	113
24_NN	Nonneuron	Microglia	Microglia-CD96	NN-IMN-GC	Immune	DC NN				NN-IMN-GC	Immune	DC NN(0.74)| Lymphoid NN(0.21)	DC NN_1(0.74)| B cells NN_1(0.19)	5318 DC NN_1(0.52)| 5319 B cells NN_1(0.19)| 5317 DC NN_1(0.12)| 5316 DC NN_1(0.1)	42
25_NN	Nonneuron	Microglia	Microglia-CD96	NN-IMN-GC	Immune	DC NN				NN-IMN-GC	Immune	DC NN(0.88)| Lymphoid NN(0.1)	DC NN_1(0.88)| B cells NN_1(0.07)	5318 DC NN_1(0.6)| 5317 DC NN_1(0.27)| 5319 B cells NN_1(0.07)	60
103_IN	Interneuron	CCK	NAc-CCK-SEMA3A	HY-EA-Glut-GABA	CNU-HYa Glut	SI-MA-LPO-LHA Skor1 Glut				HY-EA-Glut-GABA(0.85)	CNU-HYa Glut(0.85)	SI-MA-LPO-LHA Skor1 Glut(0.84)	SI-MA-LPO-LHA Skor1 Glut_2(0.58)| SI-MA-LPO-LHA Skor1 Glut_5(0.19)	2151 SI-MA-LPO-LHA Skor1 Glut_2(0.19)| 2173 SI-MA-LPO-LHA Skor1 Glut_5(0.18)| 2148 SI-MA-LPO-LHA Skor1 Glut_2(0.15)| 2149 SI-MA-LPO-LHA Skor1 Glut_2(0.09)| 2154 SI-MA-LPO-LHA Skor1 Glut_2(0.07)| 2153 SI-MA-LPO-LHA Skor1 Glut_2(0.06)	183
104_IN	Interneuron	CCK	NAc-CCK-SEMA3A	HY-EA-Glut-GABA	CNU-HYa Glut	SI-MA-LPO-LHA Skor1 Glut				HY-EA-Glut-GABA(0.76)| MB-HB-Glut-Sero-Dopa(0.13)	CNU-HYa Glut(0.71)| MY Glut(0.07)| MB Glut(0.06)	SI-MA-LPO-LHA Skor1 Glut(0.67)| PGRN-PARN-MDRN Hoxb5 Glut(0.07)	SI-MA-LPO-LHA Skor1 Glut_3(0.2)| SI-MA-LPO-LHA Skor1 Glut_2(0.16)| SI-MA-LPO-LHA Skor1 Glut_5(0.14)| SI-MA-LPO-LHA Skor1 Glut_1(0.12)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.07)	2149 SI-MA-LPO-LHA Skor1 Glut_2(0.14)| 2157 SI-MA-LPO-LHA Skor1 Glut_3(0.13)| 2171 SI-MA-LPO-LHA Skor1 Glut_5(0.1)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.07)| 2136 SI-MA-LPO-LHA Skor1 Glut_1(0.06)	403
106_IN	Interneuron	CCK	NAc-CCK-SEMA3A	HY-EA-Glut-GABA	CNU-HYa Glut	SI-MA-LPO-LHA Skor1 Glut				HY-EA-Glut-GABA(0.96)	CNU-HYa Glut(0.95)	SI-MA-LPO-LHA Skor1 Glut(0.94)	SI-MA-LPO-LHA Skor1 Glut_4(0.73)| SI-MA-LPO-LHA Skor1 Glut_1(0.14)	2167 SI-MA-LPO-LHA Skor1 Glut_4(0.62)| 2164 SI-MA-LPO-LHA Skor1 Glut_4(0.1)	231
